asset	cls	type	param	source	ticker	field
LA Comdty	Commodity	Hedge	hedgeX2024-11	BBG	LAX24 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2024-12	BBG	LAZ24 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2025-01	BBG	LAF25 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2025-02	BBG	LAG25 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2025-03	BBG	LAH25 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2025-04	BBG	LAJ25 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2025-05	BBG	LAK25 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2025-06	BBG	LAM25 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2025-07	BBG	LAN25 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2025-08	BBG	LAQ25 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2025-09	BBG	LAU25 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2025-10	BBG	LAV25 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2025-11	BBG	LAX25 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2025-12	BBG	LAZ25 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2026-01	BBG	LAF26 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2026-02	BBG	LAG26 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2026-03	BBG	LAH26 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2026-04	BBG	LAJ26 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2026-05	BBG	LAK26 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2026-06	BBG	LAM26 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2026-07	BBG	LAN26 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2026-08	BBG	LAQ26 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2026-09	BBG	LAU26 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2026-10	BBG	LAV26 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2026-11	BBG	LAX26 Comdty	PX_LAST
LA Comdty	Commodity	Hedge	hedgeX2026-12	BBG	LAZ26 Comdty	PX_LAST
LP Comdty	Commodity	Market	-	BBG	LP1 Comdty	PX_LAST
LP Comdty	Commodity	Vol	Near	BBG	LP1 Comdty	1ST_MTH_IMPVOL_100.0%MNY_DF
LP Comdty	Commodity	Vol	Far	BBG	LP1 Comdty	2ND_MTH_IMPVOL_100.0%MNY_DF
LP Comdty	Commodity	Hedge	hedgeX2001-01	BBG	LPF01 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2001-02	BBG	LPG01 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2001-03	BBG	LPH01 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2001-04	BBG	LPJ01 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2001-05	BBG	LPK01 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2001-06	BBG	LPM01 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2001-07	BBG	LPN01 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2001-08	BBG	LPQ01 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2001-09	BBG	LPU01 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2001-10	BBG	LPV01 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2001-11	BBG	LPX01 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2001-12	BBG	LPZ01 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2002-01	BBG	LPF02 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2002-02	BBG	LPG02 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2002-03	BBG	LPH02 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2002-04	BBG	LPJ02 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2002-05	BBG	LPK02 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2002-06	BBG	LPM02 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2002-07	BBG	LPN02 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2002-08	BBG	LPQ02 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2002-09	BBG	LPU02 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2002-10	BBG	LPV02 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2002-11	BBG	LPX02 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2002-12	BBG	LPZ02 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2003-01	BBG	LPF03 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2003-02	BBG	LPG03 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2003-03	BBG	LPH03 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2003-04	BBG	LPJ03 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2003-05	BBG	LPK03 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2003-06	BBG	LPM03 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2003-07	BBG	LPN03 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2003-08	BBG	LPQ03 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2003-09	BBG	LPU03 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2003-10	BBG	LPV03 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2003-11	BBG	LPX03 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2003-12	BBG	LPZ03 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2004-01	BBG	LPF04 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2004-02	BBG	LPG04 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2004-03	BBG	LPH04 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2004-04	BBG	LPJ04 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2004-05	BBG	LPK04 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2004-06	BBG	LPM04 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2004-07	BBG	LPN04 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2004-08	BBG	LPQ04 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2004-09	BBG	LPU04 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2004-10	BBG	LPV04 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2004-11	BBG	LPX04 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2004-12	BBG	LPZ04 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2005-01	BBG	LPF05 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2005-02	BBG	LPG05 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2005-03	BBG	LPH05 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2005-04	BBG	LPJ05 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2005-05	BBG	LPK05 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2005-06	BBG	LPM05 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2005-07	BBG	LPN05 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2005-08	BBG	LPQ05 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2005-09	BBG	LPU05 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2005-10	BBG	LPV05 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2005-11	BBG	LPX05 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2005-12	BBG	LPZ05 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2006-01	BBG	LPF06 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2006-02	BBG	LPG06 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2006-03	BBG	LPH06 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2006-04	BBG	LPJ06 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2006-05	BBG	LPK06 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2006-06	BBG	LPM06 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2006-07	BBG	LPN06 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2006-08	BBG	LPQ06 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2006-09	BBG	LPU06 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2006-10	BBG	LPV06 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2006-11	BBG	LPX06 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2006-12	BBG	LPZ06 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2007-01	BBG	LPF07 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2007-02	BBG	LPG07 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2007-03	BBG	LPH07 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2007-04	BBG	LPJ07 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2007-05	BBG	LPK07 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2007-06	BBG	LPM07 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2007-07	BBG	LPN07 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2007-08	BBG	LPQ07 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2007-09	BBG	LPU07 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2007-10	BBG	LPV07 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2007-11	BBG	LPX07 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2007-12	BBG	LPZ07 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2008-01	BBG	LPF08 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2008-02	BBG	LPG08 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2008-03	BBG	LPH08 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2008-04	BBG	LPJ08 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2008-05	BBG	LPK08 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2008-06	BBG	LPM08 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2008-07	BBG	LPN08 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2008-08	BBG	LPQ08 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2008-09	BBG	LPU08 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2008-10	BBG	LPV08 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2008-11	BBG	LPX08 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2008-12	BBG	LPZ08 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2009-01	BBG	LPF09 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2009-02	BBG	LPG09 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2009-03	BBG	LPH09 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2009-04	BBG	LPJ09 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2009-05	BBG	LPK09 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2009-06	BBG	LPM09 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2009-07	BBG	LPN09 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2009-08	BBG	LPQ09 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2009-09	BBG	LPU09 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2009-10	BBG	LPV09 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2009-11	BBG	LPX09 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2009-12	BBG	LPZ09 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2010-01	BBG	LPF10 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2010-02	BBG	LPG10 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2010-03	BBG	LPH10 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2010-04	BBG	LPJ10 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2010-05	BBG	LPK10 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2010-06	BBG	LPM10 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2010-07	BBG	LPN10 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2010-08	BBG	LPQ10 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2010-09	BBG	LPU10 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2010-10	BBG	LPV10 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2010-11	BBG	LPX10 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2010-12	BBG	LPZ10 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2011-01	BBG	LPF11 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2011-02	BBG	LPG11 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2011-03	BBG	LPH11 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2011-04	BBG	LPJ11 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2011-05	BBG	LPK11 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2011-06	BBG	LPM11 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2011-07	BBG	LPN11 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2011-08	BBG	LPQ11 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2011-09	BBG	LPU11 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2011-10	BBG	LPV11 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2011-11	BBG	LPX11 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2011-12	BBG	LPZ11 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2012-01	BBG	LPF12 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2012-02	BBG	LPG12 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2012-03	BBG	LPH12 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2012-04	BBG	LPJ12 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2012-05	BBG	LPK12 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2012-06	BBG	LPM12 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2012-07	BBG	LPN12 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2012-08	BBG	LPQ12 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2012-09	BBG	LPU12 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2012-10	BBG	LPV12 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2012-11	BBG	LPX12 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2012-12	BBG	LPZ12 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2013-01	BBG	LPF13 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2013-02	BBG	LPG13 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2013-03	BBG	LPH13 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2013-04	BBG	LPJ13 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2013-05	BBG	LPK13 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2013-06	BBG	LPM13 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2013-07	BBG	LPN13 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2013-08	BBG	LPQ13 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2013-09	BBG	LPU13 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2013-10	BBG	LPV13 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2013-11	BBG	LPX13 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2013-12	BBG	LPZ13 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2014-01	BBG	LPF14 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2014-02	BBG	LPG14 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2014-03	BBG	LPH14 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2014-04	BBG	LPJ14 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2014-05	BBG	LPK14 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2014-06	BBG	LPM14 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2014-07	BBG	LPN14 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2014-08	BBG	LPQ14 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2014-09	BBG	LPU14 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2014-10	BBG	LPV14 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2014-11	BBG	LPX14 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2014-12	BBG	LPZ14 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2015-01	BBG	LPF15 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2015-02	BBG	LPG15 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2015-03	BBG	LPH15 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2015-04	BBG	LPJ15 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2015-05	BBG	LPK15 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2015-06	BBG	LPM15 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2015-07	BBG	LPN15 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2015-08	BBG	LPQ15 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2015-09	BBG	LPU15 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2015-10	BBG	LPV15 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2015-11	BBG	LPX15 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2015-12	BBG	LPZ15 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2016-01	BBG	LPF16 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2016-02	BBG	LPG16 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2016-03	BBG	LPH16 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2016-04	BBG	LPJ16 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2016-05	BBG	LPK16 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2016-06	BBG	LPM16 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2016-07	BBG	LPN16 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2016-08	BBG	LPQ16 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2016-09	BBG	LPU16 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2016-10	BBG	LPV16 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2016-11	BBG	LPX16 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2016-12	BBG	LPZ16 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2017-01	BBG	LPF17 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2017-02	BBG	LPG17 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2017-03	BBG	LPH17 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2017-04	BBG	LPJ17 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2017-05	BBG	LPK17 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2017-06	BBG	LPM17 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2017-07	BBG	LPN17 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2017-08	BBG	LPQ17 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2017-09	BBG	LPU17 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2017-10	BBG	LPV17 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2017-11	BBG	LPX17 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2017-12	BBG	LPZ17 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2018-01	BBG	LPF18 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2018-02	BBG	LPG18 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2018-03	BBG	LPH18 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2018-04	BBG	LPJ18 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2018-05	BBG	LPK18 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2018-06	BBG	LPM18 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2018-07	BBG	LPN18 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2018-08	BBG	LPQ18 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2018-09	BBG	LPU18 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2018-10	BBG	LPV18 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2018-11	BBG	LPX18 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2018-12	BBG	LPZ18 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2019-01	BBG	LPF19 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2019-02	BBG	LPG19 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2019-03	BBG	LPH19 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2019-04	BBG	LPJ19 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2019-05	BBG	LPK19 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2019-06	BBG	LPM19 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2019-07	BBG	LPN19 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2019-08	BBG	LPQ19 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2019-09	BBG	LPU19 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2019-10	BBG	LPV19 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2019-11	BBG	LPX19 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2019-12	BBG	LPZ19 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2020-01	BBG	LPF20 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2020-02	BBG	LPG20 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2020-03	BBG	LPH20 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2020-04	BBG	LPJ20 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2020-05	BBG	LPK20 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2020-06	BBG	LPM20 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2020-07	BBG	LPN20 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2020-08	BBG	LPQ20 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2020-09	BBG	LPU20 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2020-10	BBG	LPV20 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2020-11	BBG	LPX20 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2020-12	BBG	LPZ20 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2021-01	BBG	LPF21 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2021-02	BBG	LPG21 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2021-03	BBG	LPH21 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2021-04	BBG	LPJ21 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2021-05	BBG	LPK21 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2021-06	BBG	LPM21 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2021-07	BBG	LPN21 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2021-08	BBG	LPQ21 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2021-09	BBG	LPU21 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2021-10	BBG	LPV21 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2021-11	BBG	LPX21 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2021-12	BBG	LPZ21 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2022-01	BBG	LPF22 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2022-02	BBG	LPG22 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2022-03	BBG	LPH22 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2022-04	BBG	LPJ22 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2022-05	BBG	LPK22 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2022-06	BBG	LPM22 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2022-07	BBG	LPN22 Comdty	PX_LAST
LP Comdty	Commodity	Hedge	hedgeX2022-08	BBG	LPQ22 Comdty	PX_LAST
